seed,previous_pattern,pattern,base_price,Monday AM,Monday PM,Tuesday AM,Tuesday PM,Wednesday AM,Wednesday PM,Thursday AM,Thursday PM,Friday AM,Friday PM,Saturday AM,Saturday PM
46119,3,2,94,83,79,76,73,70,66,63,59,56,51,47,44
15879,0,1,96,83,78,102,172,235,149,101,45,84,75,69,46
18332,3,3,94,56,53,96,105,172,174,142,74,71,66,62,57
47492,2,1,95,84,79,76,71,95,178,408,135,106,71,63,77
23656,1,2,103,89,84,80,77,72,68,64,60,56,52,48,44
68561,1,0,91,107,94,126,67,61,55,100,100,62,57,101,85
37755,3,3,95,66,61,58,55,50,88,119,143,164,146,50,46
89062,0,1,108,96,92,87,128,201,421,179,116,71,67,81,89
15172,2,0,101,115,72,68,58,96,112,97,108,67,62,116,97
19746,2,1,96,82,123,167,513,170,125,47,52,65,62,58,76
66982,1,0,95,98,112,91,96,117,117,58,51,123,68,61,56
30726,2,1,96,87,83,79,76,73,69,96,142,254,149,128,83
63472,1,0,100,76,66,62,126,119,102,127,136,62,55,103,115
89878,3,3,101,51,47,43,120,121,150,194,178,86,82,78,75
26353,2,1,95,84,113,150,358,137,129,74,61,65,59,71,76
55762,0,0,106,144,146,116,134,66,59,48,136,84,78,112,122
87286,1,0,103,94,111,117,144,78,71,130,81,71,64,115,110
64742,0,2,105,91,87,84,80,76,73,68,63,59,54,49,44
66659,3,1,107,95,90,124,180,553,179,144,45,47,59,74,61
96087,1,2,94,84,80,77,73,70,66,62,59,55,52,47,44
31253,2,0,110,84,76,103,104,119,120,150,101,144,68,57,49
47732,2,1,95,81,124,167,496,178,91,63,67,50,64,45,68
31394,1,0,102,134,76,69,118,125,128,104,108,69,62,55,120
77473,2,0,97,91,92,118,116,121,59,49,116,121,71,65,59
67871,0,3,95,50,109,114,186,189,153,84,81,77,74,70,67
12964,1,0,105,98,128,99,106,103,124,81,73,141,67,58,52
74581,2,3,93,68,123,102,130,132,130,81,77,73,69,65,61
85897,2,2,107,92,87,83,79,75,71,66,62,57,53,48,44
23671,1,2,103,93,90,85,80,76,72,68,64,61,57,53,49
65250,2,3,97,81,102,127,171,174,170,43,38,34,31,28,23
14769,3,0,108,109,144,86,78,69,151,108,72,63,149,148,104
68229,2,1,91,81,77,73,69,66,115,138,494,147,120,61,59
53036,1,0,109,133,77,70,126,86,79,71,120,147,149,109,121
99423,1,0,110,106,129,109,117,102,74,67,62,139,138,72,64
89178,0,3,99,55,51,47,127,98,147,153,144,76,72,67,64
80126,2,1,104,93,97,168,596,147,131,78,89,92,51,67,45
6497,2,3,108,70,66,61,57,52,48,43,133,117,180,181,159
41038,2,2,99,85,81,76,73,68,64,60,55,51,47,43,39
67032,1,1,107,94,90,128,184,444,169,134,55,91,54,95,76
60612,3,0,94,93,108,102,111,115,71,66,86,131,74,69,64
53504,2,3,108,130,133,195,208,187,61,58,53,50,45,39,36
83965,1,2,95,85,81,78,74,70,67,63,59,56,53,49,45
49285,3,2,100,89,86,83,78,75,72,67,62,57,54,51,47
53976,1,0,104,68,61,142,134,97,140,145,142,143,64,56,51
6417,2,1,104,89,85,82,78,75,71,115,175,415,181,125,73
45919,0,1,107,93,89,84,80,77,73,116,176,529,203,100,61
11298,1,2,103,91,87,83,78,74,69,65,61,57,53,49,46
53151,1,0,98,113,131,95,74,68,60,136,75,71,104,115,94
33282,2,3,98,54,50,46,41,36,119,119,140,142,140,75,71
32429,2,0,101,95,101,140,139,123,101,76,70,129,65,56,50
27132,2,2,106,95,90,86,83,78,74,69,65,61,56,51,47
10058,2,0,93,103,70,61,126,68,59,53,94,116,95,123,90
18504,1,0,105,96,83,75,124,103,108,142,100,115,67,57,48
98909,3,1,91,82,77,73,70,65,61,96,159,527,132,97,77
16559,2,0,100,98,129,107,122,107,78,72,138,120,80,74,64
51957,1,0,101,67,61,53,140,74,65,121,106,114,112,130,127
8115,0,0,108,114,85,79,70,122,100,135,128,151,76,68,121
82808,2,0,102,128,143,93,143,110,75,67,101,93,65,56,50
9436,3,0,92,102,116,113,104,99,101,74,65,61,124,68,59
475,2,0,98,109,103,116,111,68,63,54,99,99,132,64,60
84863,1,3,92,81,77,74,69,65,122,128,139,161,147,65,61
14257,3,2,100,90,86,81,77,73,69,64,60,57,52,49,46
54086,0,1,104,92,88,84,80,76,144,163,610,170,118,78,84
4957,1,0,98,119,133,109,74,70,109,121,122,136,69,60,53
49009,1,3,104,82,78,75,71,126,119,157,197,157,85,80,76
20207,2,0,106,123,128,130,74,65,146,138,111,120,75,67,57
43921,0,2,91,82,78,75,72,68,65,62,57,54,51,47,44
43249,3,0,92,86,105,96,101,119,94,56,52,47,115,71,64
5052,3,3,109,61,56,52,47,43,39,35,123,141,163,182,174
44053,3,2,95,82,78,74,71,67,63,59,56,52,49,45,40
24565,2,3,90,62,96,90,131,166,164,41,36,32,28,24,21
4240,1,0,95,91,117,114,65,61,52,123,101,76,69,125,112
48573,3,0,106,134,130,112,73,67,59,115,105,123,148,76,70
86783,2,0,99,111,117,60,53,120,90,131,79,70,61,114,137
98776,2,1,105,95,90,86,82,79,97,201,322,187,101,83,48
57536,2,1,98,85,81,76,71,93,142,376,193,128,62,60,54
68239,3,3,110,92,110,109,160,185,176,53,50,45,41,37,33
72279,3,0,97,104,114,109,59,52,45,111,123,125,136,69,60
34367,0,3,110,82,76,71,136,100,159,167,158,56,52,47,42
36636,0,1,102,88,84,80,76,124,171,566,177,135,72,90,72
17489,1,2,90,77,74,70,66,62,58,54,50,46,44,39,36
72921,0,3,102,75,70,67,129,106,153,173,148,83,80,76,71
97449,3,3,110,95,91,87,83,79,74,154,103,173,208,189,72
71425,2,1,97,87,83,79,76,72,68,64,136,165,534,182,133
10005,0,3,94,70,66,62,58,123,124,137,140,133,71,67,64
60746,0,3,109,49,106,137,156,198,174,85,80,75,70,64,60
33833,1,3,95,41,36,32,94,108,146,150,141,79,76,73,68
84291,0,3,102,67,62,58,54,49,46,108,132,149,201,184,73
46526,3,1,91,80,76,73,111,156,339,146,120,40,44,48,58
96986,2,1,107,92,142,153,599,200,120,96,59,70,61,73,69
42923,1,3,97,60,110,104,138,142,139,40,35,32,29,25,22
22643,0,2,95,85,82,78,74,71,67,63,59,56,52,49,44
66866,2,1,91,79,75,72,68,112,181,287,164,110,52,76,78
1343,0,0,102,131,95,112,133,143,74,67,59,126,72,65,142
25728,2,1,97,83,80,76,73,70,100,172,403,151,97,82,84
27324,2,3,94,43,40,36,33,29,25,22,127,95,132,142,132
26659,1,0,95,98,129,125,128,62,54,47,109,70,64,133,127
34341,3,0,106,67,60,53,144,139,141,143,112,114,136,68,61
96160,0,1,107,95,91,88,106,184,430,174,101,46,90,81,72
18470,2,3,103,73,70,66,61,139,109,172,184,173,85,81,76
34680,0,1,105,91,86,133,209,565,207,126,86,49,80,68,72
25212,3,2,108,94,90,86,83,79,75,70,65,60,56,51,46
52928,1,0,110,79,72,65,103,73,68,149,100,109,116,112,114
86556,0,2,99,85,81,76,73,70,66,61,57,52,49,44,40
84393,0,3,101,75,70,66,62,58,53,48,119,132,148,161,148
35404,2,0,108,71,66,55,151,115,132,116,115,75,67,129,133
60014,2,0,90,89,120,109,64,59,90,124,115,59,53,48,82
25700,3,2,94,81,77,73,70,66,63,60,55,52,49,44,41
83061,1,0,99,117,127,118,104,93,72,65,100,136,64,54,47
93980,1,2,96,83,80,76,73,70,67,63,59,55,52,49,45
57627,3,2,93,84,80,76,73,70,67,63,60,56,51,47,44
46669,0,2,102,88,83,80,75,70,66,62,57,53,50,46,42
46327,0,0,104,132,128,107,145,111,82,77,139,75,67,59,128
95214,0,1,103,90,86,81,129,179,414,152,97,73,54,58,89
29614,3,3,106,58,53,49,44,100,144,179,194,168,49,45,41
32542,0,0,105,122,77,69,62,133,99,136,113,79,71,117,143
57145,0,3,106,52,48,44,40,130,106,158,162,150,95,91,87
14140,2,1,107,95,150,174,377,192,128,69,89,51,47,61,47
74112,3,2,100,90,86,82,78,74,70,65,61,58,53,49,46
43075,0,0,92,103,96,88,120,123,64,57,51,117,66,62,96
98224,0,3,105,92,120,119,149,192,165,43,39,36,32,29,25
19707,0,2,94,81,77,74,71,67,63,59,56,53,49,45,41
57321,1,1,99,86,83,79,76,71,103,195,345,197,94,61,42
17674,2,0,97,89,65,59,53,89,66,58,123,136,97,107,99
27141,0,1,108,92,89,84,80,129,158,393,189,111,95,61,82
59061,3,0,96,104,108,106,133,61,55,100,106,75,68,63,132
54031,2,0,97,102,117,96,90,61,55,47,120,125,133,69,65
27902,0,2,92,80,75,71,68,65,61,56,52,49,45,41,37
74935,0,2,106,92,87,82,78,73,69,64,59,54,50,46,43
48649,2,0,104,130,104,69,64,55,126,121,119,79,74,128,113
6143,2,1,102,92,88,85,80,76,116,179,594,179,98,67,91
16649,2,3,99,79,75,72,69,66,62,106,126,143,145,140,54
92673,3,0,104,105,108,71,63,130,113,96,125,77,70,62,137
1527,0,2,97,88,84,81,77,72,68,63,59,56,53,48,44
87792,1,2,96,85,82,77,74,70,66,63,59,54,51,46,43
62847,1,3,99,70,65,134,94,144,149,145,57,53,48,44,39
38185,3,0,91,83,89,104,84,73,67,62,114,98,65,57,106
6070,2,3,107,89,85,80,76,72,68,63,99,150,171,175,166
88076,3,0,93,96,97,94,60,56,103,100,117,102,59,52,45
87158,0,3,93,78,74,71,67,64,89,116,134,146,138,55,51
19921,3,2,107,97,92,87,83,78,75,70,66,62,58,53,47
37177,0,2,92,80,76,72,69,65,62,57,53,50,47,43,38
83431,2,0,93,63,58,52,109,69,64,113,126,115,111,85,97
11996,0,3,102,50,46,41,38,34,99,109,144,146,144,89,84
25377,1,0,103,77,67,62,132,120,104,144,139,64,58,117,125
66191,3,3,108,90,85,80,77,73,68,120,120,175,208,151,57
54561,0,2,99,85,81,76,71,67,63,59,56,51,48,43,39
17476,2,1,102,90,86,82,112,145,437,145,114,91,48,53,61
77268,2,1,91,80,76,97,129,209,142,114,65,72,62,64,42
88820,0,3,103,91,88,85,80,76,73,100,95,145,164,155,65
43663,0,1,106,94,90,124,199,391,191,103,86,70,69,50,52
22245,3,0,90,103,100,99,84,105,62,57,115,113,57,50,45
2723,1,0,95,113,98,124,130,86,107,67,59,52,105,63,55
79506,1,0,106,114,117,133,99,127,73,65,56,123,73,64,136
36656,2,0,104,121,143,108,114,134,66,56,120,79,70,64,115
78972,2,3,110,90,87,82,105,132,181,198,170,52,49,44,39
69967,1,2,107,97,93,89,84,79,74,69,66,62,57,53,48
70625,2,1,92,80,75,70,112,156,530,162,91,69,57,40,72
68728,2,3,104,79,75,145,104,159,176,171,77,72,69,65,60
30279,1,2,96,87,84,79,75,71,68,64,60,56,52,48,44
82204,2,1,109,98,94,89,86,80,75,71,138,184,612,207,142
20113,2,3,93,49,45,41,38,35,110,95,138,154,144,66,62
16311,2,1,103,92,87,83,79,100,204,542,153,110,63,92,85
89178,3,2,99,88,83,80,76,72,67,64,60,56,52,49,45
96077,0,0,109,149,134,140,117,148,76,66,133,87,81,74,144
31884,1,0,104,111,118,111,76,69,124,70,63,56,110,129,118
17507,1,0,91,90,97,92,84,98,67,63,93,96,65,59,51
47832,1,0,103,114,71,61,127,106,101,66,61,53,110,110,98
33044,0,2,102,89,86,81,77,73,68,64,61,57,53,49,45
12093,0,1,92,83,79,76,72,68,65,62,118,181,385,172,96
25333,2,1,108,93,89,129,203,259,176,119,46,53,50,70,81
65162,1,3,105,54,50,44,139,101,154,178,172,52,48,43,40
89436,0,3,90,62,59,55,52,48,107,102,140,144,143,51,47
35092,0,1,107,95,91,86,83,78,74,125,214,296,197,122,50
60850,1,3,102,91,87,84,79,75,70,113,93,151,157,154,81
52464,0,1,106,92,88,84,80,97,151,262,179,139,75,46,73
40972,3,0,110,110,137,72,66,57,111,124,113,115,113,81,72
65828,3,3,94,83,80,120,129,162,163,149,51,46,43,39,35
35093,0,2,109,94,89,84,81,75,71,65,61,57,53,49,45
36949,1,1,104,91,87,82,115,165,501,203,125,63,91,82,94
43451,3,1,108,95,99,194,265,170,127,50,92,67,53,72,46
67388,1,3,103,80,115,129,156,172,169,76,72,68,65,60,56
14660,1,3,100,49,46,42,38,34,121,93,182,199,187,88,84
59509,0,2,107,96,90,87,84,78,74,69,65,60,57,52,47
88712,0,0,97,78,71,66,94,95,131,77,70,136,95,93,111
66493,2,1,110,95,91,86,82,77,72,142,165,563,189,129,78
60804,3,0,103,110,80,75,68,138,124,129,109,127,79,72,131
41373,1,0,104,124,109,112,99,132,68,60,137,130,68,61,52
46944,2,1,105,95,90,85,81,77,104,196,257,186,131,69,75
87205,3,3,100,81,77,73,70,66,135,121,156,159,155,75,71
37202,1,3,92,71,68,65,62,57,53,50,108,95,140,156,139
17282,0,1,110,95,90,85,80,75,70,66,108,165,299,175,134
80502,3,0,93,110,60,54,50,105,115,58,54,101,119,103,107
75942,3,0,104,115,81,72,64,127,117,107,109,125,77,70,137
5789,2,0,99,120,102,117,105,71,66,61,120,98,68,60,111
65300,1,1,100,87,82,79,74,71,68,65,120,186,459,171,137
3474,3,2,98,86,83,79,75,71,68,63,59,54,49,46,42
6952,1,0,92,123,108,129,74,68,62,112,114,127,117,62,54
66108,2,1,108,93,89,115,165,373,208,133,50,67,56,77,54
14604,3,0,90,62,58,92,121,111,113,59,55,49,95,89,109
19208,3,2,94,84,79,75,71,67,62,58,54,50,48,43,39
4424,3,3,108,59,55,51,112,143,178,192,171,86,82,79,74
59486,1,0,96,115,107,106,118,126,77,70,121,65,58,49,88
74543,1,2,108,93,88,83,79,75,70,65,60,56,52,48,44
7169,2,1,102,88,83,80,76,71,68,63,138,204,515,158,103
74496,3,0,90,57,51,45,85,121,122,107,90,59,53,90,118
59087,2,1,93,84,80,77,73,69,65,61,94,164,384,173,87
23443,1,3,92,75,100,119,132,146,140,55,51,48,44,40,37
29457,2,1,101,90,113,197,342,155,113,51,49,68,86,63,42
48285,0,1,99,88,83,80,76,120,178,245,150,125,43,53,50
22122,1,0,91,85,98,93,105,73,65,125,65,61,56,103,92
60567,1,0,110,108,146,120,116,105,67,60,127,73,63,55,119
34631,2,0,97,90,61,55,104,123,109,71,63,57,94,106,106
82514,3,1,108,96,92,147,174,503,215,140,59,68,86,58,64
66997,3,3,107,57,53,49,45,40,106,109,161,164,160,87,84
53855,0,1,107,92,87,82,79,118,196,582,190,97,51,51,45
20124,1,0,102,120,102,92,69,64,57,122,103,129,139,73,66
63475,2,0,97,125,60,51,114,70,62,57,98,107,109,97,120
34429,3,0,96,97,93,134,104,64,60,51,120,118,72,63,94
91370,3,3,101,51,129,127,146,152,141,64,60,55,50,47,43
18778,0,2,99,86,83,80,77,72,69,64,61,57,52,48,43
51984,3,2,92,79,76,73,69,66,62,59,54,50,47,44,41
40452,3,1,101,87,122,186,275,190,141,86,55,49,57,86,43
11952,0,3,90,40,37,91,92,128,133,130,51,47,44,40,36
20653,0,0,106,137,139,142,119,130,103,74,64,60,116,79,72
52940,2,1,91,80,76,72,68,65,61,58,96,173,236,138,110
92959,1,0,105,125,140,120,144,76,70,111,84,74,69,137,98
17861,3,3,93,67,63,59,55,51,47,112,96,131,157,144,59
28160,3,0,103,118,117,123,133,101,75,68,127,113,69,64,58
94214,1,2,104,89,86,81,76,73,69,64,60,55,51,48,43
97744,3,2,96,85,82,79,74,71,67,63,59,56,51,47,43
11072,2,3,102,81,77,72,68,64,98,111,166,187,166,84,79
65622,3,0,91,93,104,108,114,106,105,57,51,93,64,57,50
42825,2,1,104,94,146,147,405,183,142,55,69,72,50,46,60
70132,0,1,101,87,84,80,76,73,68,132,177,257,175,132,60
38063,2,0,95,108,76,70,87,104,107,76,69,60,111,99,120
78846,0,2,95,82,78,74,70,67,62,58,54,51,47,43,39
89923,0,0,90,106,85,58,54,48,115,86,111,101,105,71,67
70202,0,3,99,122,109,152,159,156,87,83,79,75,70,67,63
44545,1,3,97,61,57,122,99,150,169,163,68,64,60,57,52
91557,1,2,104,92,88,83,78,75,70,66,62,58,54,49,45
98636,3,1,108,94,89,86,82,77,73,70,122,163,593,167,148
55610,0,0,103,105,100,78,68,64,108,112,100,129,80,71,138
93876,1,0,99,107,117,77,72,68,105,106,131,108,69,61,103
28361,0,1,92,80,77,72,68,63,59,56,88,160,547,162,91
38160,0,3,96,67,63,59,55,133,114,166,171,139,67,63,58
32111,0,0,97,108,59,50,121,69,65,60,99,89,95,129,132
30138,1,0,106,118,115,131,121,76,69,142,66,59,50,96,126
97453,3,0,94,109,106,128,92,119,99,73,65,97,57,51,46
50394,1,2,102,88,83,80,76,71,68,63,59,54,50,45,40
22470,2,1,98,88,84,81,77,72,68,112,179,273,155,106,87
67451,3,1,92,82,78,75,72,112,177,217,167,113,45,56,73
27494,3,0,91,86,121,103,99,87,56,50,84,68,61,52,113
94815,1,0,97,95,61,53,48,126,96,102,77,68,116,96,99
69439,2,3,110,89,108,125,174,186,163,77,72,67,63,60,55
28642,0,0,97,104,110,90,61,55,45,133,119,105,76,69,98
33474,0,3,99,128,110,153,171,144,80,76,72,68,64,59,55
88387,2,3,92,45,41,37,34,128,120,135,138,137,40,36,32
73979,2,1,98,84,79,94,195,464,167,106,43,66,46,51,41
34762,0,3,93,81,78,74,126,122,131,151,139,38,34,30,26
13719,2,0,91,118,94,66,59,116,116,123,121,106,70,65,58
71213,0,3,99,128,115,154,162,152,51,48,44,39,35,32,27
40621,2,1,99,86,82,128,145,321,182,109,42,70,65,61,72
82195,2,1,109,97,92,117,191,375,194,104,63,69,63,57,52
70519,1,0,104,104,82,73,112,113,144,72,63,55,113,103,137
14731,1,3,102,61,58,54,51,129,127,144,148,143,52,47,44
78512,2,1,110,98,93,89,107,163,397,159,124,97,68,69,78
67636,1,3,95,78,74,70,66,63,100,97,135,140,134,62,58
64623,0,1,96,84,80,77,93,148,380,147,95,77,68,51,78
10940,0,3,104,44,135,125,149,157,150,78,74,70,65,61,56
58346,0,3,97,57,53,49,105,119,137,141,140,60,56,52,48
38513,2,2,109,98,94,90,86,82,78,75,70,64,61,57,53
59072,3,1,110,95,90,84,80,76,71,66,104,219,534,203,117
74581,3,2,93,83,80,75,71,67,65,61,58,55,51,47,43
26654,1,3,104,45,41,38,33,135,123,150,155,147,76,71,66
94334,0,3,92,59,56,52,48,44,41,93,83,128,140,137,58
3420,0,2,99,90,85,82,78,73,70,67,63,59,55,51,47
17566,1,3,105,50,46,42,39,34,29,24,98,126,199,210,175
8816,2,1,91,78,74,70,85,162,396,181,110,68,72,53,49
57618,1,2,100,87,83,79,74,70,67,63,59,56,51,48,43
70220,1,3,106,77,72,67,64,107,135,149,190,186,79,75,71
73591,1,2,108,92,88,84,80,76,71,68,62,59,54,49,45
56790,3,0,106,131,81,72,123,110,140,108,103,66,57,53,120
80197,2,0,108,113,121,147,113,74,69,58,116,117,127,77,70
96244,3,1,109,97,92,88,131,193,248,183,150,83,87,70,53
33199,3,2,101,87,84,80,76,72,68,63,60,55,50,47,42
51215,1,1,101,87,83,79,74,71,67,113,193,386,144,92,81
20537,2,3,91,59,56,52,48,116,102,138,144,141,65,62,58
23169,3,3,106,133,97,153,158,155,82,77,72,68,64,61,56
6657,2,0,104,146,130,112,83,77,69,135,113,81,76,99,101
75519,0,1,97,84,80,76,72,95,189,418,193,110,55,70,41
32078,0,3,91,68,65,61,58,127,107,171,173,140,75,71,68
78440,1,0,109,144,68,62,53,147,120,119,132,102,67,62,131
62296,1,0,95,123,100,117,99,95,68,62,103,76,72,65,109
82563,2,1,100,90,126,177,515,163,106,72,82,81,56,82,64
98566,2,1,97,87,83,79,75,72,67,115,188,562,161,108,50
93215,0,0,106,139,110,102,145,144,124,79,73,124,69,59,53
8417,3,1,93,81,78,73,70,65,93,144,352,158,130,68,82
6327,0,3,110,70,65,62,57,54,49,114,115,156,159,154,70
26956,1,2,91,79,75,71,68,64,60,56,54,50,46,42,40
97368,3,0,90,112,98,95,113,66,59,89,119,115,67,61,53
53249,3,0,101,141,79,73,65,124,122,99,113,71,62,124,116
32101,0,3,106,61,56,136,107,204,208,174,48,43,39,35,32
12516,3,0,99,114,138,74,64,57,111,135,111,70,63,131,117
77368,0,3,109,74,102,125,178,205,175,47,41,37,33,29,24
99173,1,3,94,41,37,123,98,132,133,131,50,45,42,39,34
84391,0,0,98,137,130,122,64,55,110,108,131,102,68,59,51
92852,1,0,101,141,119,124,99,118,65,60,56,115,79,70,101
29749,3,2,94,82,79,75,71,67,62,59,56,51,47,44,41
69173,3,0,101,96,61,53,48,125,96,125,116,74,70,106,94
68332,1,3,92,43,39,94,97,134,170,158,72,69,66,61,57
69084,0,3,106,61,56,52,47,43,148,124,191,210,162,91,86
18062,2,1,91,80,122,138,324,152,105,49,59,82,74,51,49
10943,2,0,97,114,110,129,62,53,45,94,94,121,73,67,101
70798,0,1,93,83,80,75,109,132,500,178,95,59,49,56,61
29778,0,1,101,86,82,77,73,70,110,175,599,174,102,74,77
79022,2,0,92,113,126,114,120,92,68,62,58,87,64,58,128
57733,1,1,103,89,84,138,174,435,180,111,76,44,89,58,87
71471,2,2,93,82,78,75,71,68,64,61,58,55,52,48,44
13089,3,2,110,97,94,88,85,81,77,72,67,63,58,53,48
96417,1,3,94,65,61,56,53,121,92,132,163,152,52,48,45
98875,0,1,109,97,140,170,334,196,127,65,48,80,84,69,84
7821,3,0,91,120,94,112,73,68,62,98,107,98,65,58,110
67465,0,0,104,114,117,136,82,72,65,137,103,128,96,70,65
7618,1,0,99,106,135,136,117,117,127,68,64,97,67,63,57
98591,0,1,90,80,77,73,70,66,63,59,124,161,282,151,85
29735,0,1,90,79,75,119,169,409,127,101,76,53,69,60,72
69403,2,3,102,136,105,149,158,145,92,88,85,81,77,73,69
80436,2,0,97,126,104,65,58,89,128,112,108,102,71,63,59
35530,3,0,107,112,131,126,104,78,71,143,127,129,68,63,55
72906,2,3,93,69,129,128,149,159,154,49,45,42,39,34,32
60055,0,1,99,88,83,79,75,115,146,593,195,126,64,77,52
18376,0,1,109,96,92,142,175,402,168,115,67,97,87,71,94
48333,3,0,107,146,109,101,68,58,125,118,65,59,54,118,98
85758,0,3,109,48,44,106,108,153,154,153,64,60,57,53,49
23803,0,1,95,85,96,186,298,167,127,40,80,66,85,58,71
43700,1,3,98,67,63,59,55,51,47,43,136,96,170,191,137
57681,3,3,90,46,104,110,129,168,136,59,55,52,48,45,41
41285,1,2,97,86,82,79,76,71,66,63,59,56,52,47,44
80451,2,3,95,41,38,34,30,27,23,127,114,171,188,173,41
92298,3,0,110,109,132,102,147,134,76,68,100,73,67,61,153
2848,0,2,104,92,89,84,79,75,70,66,62,58,54,49,44
64959,2,0,103,141,65,56,47,95,137,125,130,132,71,62,130
9138,2,1,96,84,80,77,74,69,64,133,137,445,180,110,61
46058,1,0,98,117,104,132,107,122,105,71,65,55,108,73,64
80097,2,0,91,68,63,113,86,122,118,71,63,57,89,101,89
35260,1,0,100,136,129,115,140,76,71,65,94,95,131,61,54
6520,3,0,104,103,144,132,70,62,56,144,71,65,113,118,137
95167,2,1,102,92,112,187,274,189,98,70,89,61,77,58,42
77476,3,2,104,93,88,84,79,75,72,67,62,58,53,49,46
67017,0,3,108,63,110,132,163,180,164,64,60,57,52,46,42
30773,1,0,100,91,134,114,110,64,59,91,111,120,69,60,55
75054,3,1,110,97,134,194,352,219,135,47,48,87,79,76,65
20195,0,1,95,85,82,78,75,107,176,285,142,103,49,70,48
46228,1,3,91,80,76,73,70,66,124,94,134,141,135,76,72
8259,2,1,103,91,86,82,78,143,197,232,186,122,86,86,84
36533,0,2,100,87,82,78,75,70,66,62,58,54,50,46,42
48131,1,0,99,124,104,100,130,67,60,139,78,73,65,93,99
27701,1,2,106,93,89,85,82,78,74,70,65,60,57,52,48
5482,2,3,95,75,72,69,65,62,122,118,134,148,134,58,53
36813,0,0,103,118,126,128,121,95,62,56,51,134,64,58,107
71502,1,1,102,88,83,79,114,200,336,154,98,54,87,69,70
6866,3,0,106,74,65,59,104,128,73,66,123,124,110,113,112
68032,0,0,93,125,109,123,123,114,128,65,57,48,117,57,52
26915,1,3,101,133,129,150,178,172,70,65,62,58,54,50,46
88977,3,2,99,89,85,81,77,73,69,66,63,59,54,50,46
96064,2,0,94,87,85,90,90,93,72,66,129,115,74,67,59
32955,0,1,106,92,148,185,481,192,149,94,50,86,59,71,72
67701,3,3,103,130,111,146,161,149,74,70,66,61,57,54,49
20047,3,1,105,95,91,87,82,134,199,389,198,121,92,45,61
78542,1,0,107,82,76,106,145,126,121,69,59,51,100,98,99
52793,2,2,109,94,89,85,80,76,71,66,60,56,51,47,44
32001,0,0,107,130,120,100,109,135,136,82,73,103,80,75,69
21953,1,3,94,117,107,143,152,149,76,73,69,66,63,59,55
20115,3,1,92,79,75,70,67,62,58,54,97,139,425,165,103
71353,2,0,110,110,137,127,78,68,59,105,150,130,80,73,133
49502,2,1,97,85,81,78,110,176,481,159,109,46,77,48,60
39841,2,3,95,64,60,57,53,49,123,108,159,163,144,75,70
15235,3,0,95,131,104,109,119,108,62,54,98,102,74,68,59
15831,1,3,99,57,54,49,46,42,38,35,112,138,180,195,139
51722,0,3,102,53,50,45,41,36,32,28,140,143,149,175,159
85145,1,3,110,81,76,72,105,136,173,180,174,95,91,87,81
31907,2,1,100,89,85,80,105,143,271,176,110,85,80,54,50
78130,3,0,100,122,129,61,52,137,63,54,48,112,133,127,119
73590,1,3,94,70,66,62,59,56,52,120,107,132,136,132,55
50595,2,1,105,91,87,82,77,112,164,552,196,122,76,49,47
5419,0,0,104,140,101,120,80,73,66,138,110,132,66,57,119
78466,3,1,106,91,87,82,79,75,70,65,126,163,463,185,97
56134,3,0,92,70,62,56,121,67,63,121,111,116,96,120,87
98507,0,3,101,89,85,81,99,113,158,198,144,79,74,70,65
82909,1,0,96,114,66,56,50,127,91,108,61,53,124,129,88
14492,3,2,96,83,78,75,71,68,65,60,57,53,51,46,42
69503,3,0,96,111,68,63,58,128,92,125,106,128,68,62,109
65342,0,1,96,85,88,170,282,158,87,52,47,62,75,82,48
37423,0,1,101,90,87,84,81,76,126,144,279,189,135,56,60
51355,2,0,96,129,92,110,108,112,59,51,128,59,52,48,105
74290,1,0,98,130,110,96,120,118,72,66,100,100,67,59,52
97229,3,0,108,151,72,62,147,129,110,83,77,72,129,151,108
99534,2,0,100,114,93,118,95,117,140,65,56,123,79,69,61
9482,1,1,95,82,79,74,111,176,541,171,104,52,69,67,85
78657,3,0,94,66,56,123,123,86,109,89,109,61,57,51,113
26264,0,2,98,85,81,78,75,71,66,62,57,54,50,46,42
61549,1,0,110,147,132,147,111,120,143,71,60,56,110,78,69
91973,1,0,110,103,138,101,110,82,75,140,146,149,75,69,62
15481,0,1,105,94,90,85,82,78,112,158,499,181,141,65,49
11774,0,2,94,83,79,75,72,69,64,60,57,52,48,44,41
39245,0,1,94,84,80,92,173,285,170,93,82,61,59,57,74
50677,2,3,98,53,50,46,42,39,112,89,142,143,141,73,69
90312,0,3,103,54,50,45,42,38,33,109,121,169,189,177,88
15536,1,0,95,98,111,128,103,70,65,57,112,106,59,51,118
34238,3,1,101,89,85,113,156,297,179,120,48,46,47,64,60
22113,3,1,97,87,84,80,130,140,255,146,131,52,46,82,46
78828,2,1,110,94,91,115,201,573,196,145,97,59,76,66,65
68525,0,3,97,67,64,59,118,90,138,140,139,74,70,66,63
10377,2,0,90,99,115,95,102,125,110,64,58,51,104,62,54
42310,2,2,107,97,93,89,85,82,77,73,69,64,59,54,49
62505,1,0,90,107,99,111,63,57,48,89,111,100,55,48,126
28719,2,1,110,94,91,87,81,76,71,67,111,188,512,186,121
2086,2,1,92,82,112,149,267,152,129,48,67,76,61,48,68
60306,3,1,109,95,91,148,195,353,166,123,76,60,55,82,93
25910,3,2,103,92,89,86,83,78,73,68,63,60,55,51,48
